municipio;gentilico;populacao_ultimo_senso;densidade_demografica;populacao_estimada;pessoal_ocupado;salario_medio_mensal_trabalhadores_formais;populacao_ocupada;perc_pop_rend_per_capta_meio_sm;matriculas_ensino_fundamental;matriculas_ensino_medio;docentes_ensino_fundamental;tx_escolarizacao_16_14;IDEB_anos_iniciais_ef;IDEB_anos_finais_ef;escolas_ensino_fundamental;escolas_ensino_medio;idhm;pib_per_capta;perc_receitas_fontes_externas;qt_estabelecimentos_saude_sus;area_unidade_territorial;mortalidade_infantil;esgotamento_sanitario_adequado;internacoes_por_diarreia;arborizavao_vias_publixas;urbanizacao_vias_publicas;bioma;sistema_costeiro_marinho;hierarquia_urbana;populacao_exposta_risco;regiao_influencia;regiao_intermediaria;regiao_imediata;mesorregiao;microrregiao
Caraguatatuba;paulista;100840;207.88;125194;30561;2.7;0.251;0.334;17407;4762;894;0.977;6.7;5.6;53;23;0.759;33193.25;0.602;23;484.947;11.27;0.88;0.3;0.69;0.094;Mata Atlântica;Pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Caraguatatuba - Ubatuba - São Sebastião/SP;3006;Arranjo Populacional de São José dos Campos/SP - Capital Regional B (2B);São José dos Campos;Caraguatatuba - Ubatuba - São Sebastião;Vale do Paraíba Paulista;Caraguatatuba
Cajamar;paulista;64114;488.18;79034;44191;3.1;0.575;0.344;12175;3021;578;0.965;5.9;5.1;38;10;0.728;252959.85;0.61;12;131.386;10.61;0.763;0.1;0.511;0.325;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Osasco
Sumaré;paulista;241311;1572.04;289875;61649;3.7;0.218;0.322;33253;8804;1483;0.977;6.3;5.2;81;29;0.762;52557.85;0.61;38;153.465;9.94;0.951;0.2;0.915;0.458;Mata Atlântica;Não pertence;Metrópole (1C) - Município integrante do Arranjo Populacional de Campinas/SP;13900;Arranjo Populacional de Campinas/SP - Metrópole (1C);Campinas;Campinas;Campinas;Campinas
Campos do Jordão;paulista;47789;164.76;52713;14942;2;0.287;0.306;6598;1904;364;0.971;6.8;5.7;26;7;0.749;25312.3;0.61;18;289.981;5.93;0.844;0;0.296;0.353;Mata Atlântica;Não pertence;Centro de Zona A (4A);10298;Arranjo Populacional de São José dos Campos/SP - Capital Regional B (2B);São José dos Campos;Taubaté - Pindamonhangaba;Vale do Paraíba Paulista;Campos do Jordão
Lençóis Paulista;paulista;61428;75.88;69533;22319;2.7;0.326;0.318;7966;2420;446;0.99;6.7;5.4;26;11;0.764;44920.91;0.611;15;809.541;4.96;0.983;0.4;0.945;0.306;Cerrado.Mata Atlântica;Não pertence;Centro Subregional B (3B);0;Arranjo Populacional de Bauru/SP - Capital Regional B (2B);Bauru;Bauru;Bauru;Bauru
Sertãozinho;paulista;110074;273.22;128432;47439;2.9;0.377;0.333;15594;4616;841;0.985;6.9;5.9;37;17;0.761;43146.2;0.612;29;403.089;8.95;0.993;0.3;0.958;0.419;Mata Atlântica;Não pertence;Centro Subregional A (3A);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Ribeirão Preto
Jarinu;paulista;23847;114.85;31173;9242;3.1;0.308;0.305;4950;1222;292;0.982;6.2;5.5;18;6;0.733;84061.56;0.613;5;207.549;12.08;0.515;0.2;0.498;0.088;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Jundiaí/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Campinas;Jundiaí;Macro Metropolitana Paulista;Bragança Paulista
Águas de São Pedro;paulista;2707;488.89;3588;1648;2.2;0.478;0.263;533;110;46;0.984;7.4;6.3;1;1;0.854;42279.55;0.614;4;3.612;;0.974;;0.977;0.562;Cerrado.Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de São Pedro/SP;0;Arranjo Populacional de Piracicaba/SP - Capital Regional C (2C);Campinas;Piracicaba;Piracicaba;Piracicaba
Mauá;paulista;417064;6741.41;481725;73768;3.1;0.156;0.351;50191;13937;2341;0.974;6.7;5.3;104;42;0.766;34430.52;0.616;30;61.937;9.57;0.907;0.2;0.728;0.395;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;36478;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;São Paulo
Bragança Paulista;paulista;146744;286.26;172346;52312;2.5;0.31;0.311;21003;5846;1276;0.97;6.3;5.4;83;30;0.776;38406.56;0.617;37;512.584;8.33;0.871;0.1;0.712;0.565;Mata Atlântica;Não pertence;Centro Subregional A (3A);3934;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Campinas;Bragança Paulista;Macro Metropolitana Paulista;Bragança Paulista
Jaboticabal;paulista;71662;101.42;78029;25474;2.8;0.33;0.3;7996;2577;542;0.979;6.5;4.9;31;16;0.778;38082.72;0.62;16;706.602;9.3;0.984;0.3;0.956;0.383;Cerrado.Mata Atlântica;Não pertence;Centro Subregional B (3B);0;Sertãozinho - Centro Subregional A (3A);Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Jaboticabal
Itatiba;paulista;101471;314.9;124254;40024;3;0.331;0.271;13385;3679;798;0.978;7.5;6.3;42;14;0.778;52722.16;0.62;26;322.269;14.09;0.938;0.1;0.903;0.632;Mata Atlântica;Não pertence;Centro Subregional B (3B);0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Campinas;Jundiaí;Macro Metropolitana Paulista;Bragança Paulista
Leme;paulista;91756;227.75;105273;26204;2.4;0.253;0.31;11981;3470;762;0.977;6.9;5.5;37;16;0.744;32775.73;0.621;23;402.871;13.22;0.984;0.4;0.913;0.29;Cerrado.Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Leme/SP;0;Araras - Centro Subregional A (3A);Campinas;Araras;Piracicaba;Limeira
Mairiporã;paulista;80956;252.44;103645;18483;2.2;0.184;0.363;11297;2903;605;0.981;6.7;5.3;50;18;0.788;18456.83;0.622;22;320.697;9.5;0.674;0.3;0.672;0.273;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;12775;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Franco da Rocha
Itirapina;paulista;15524;27.49;18610;5784;3;0.319;0.405;1686;369;103;0.978;7.2;4.9;6;1;0.724;39484.06;0.623;8;564.603;6.29;0.863;;0.871;0.298;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São Carlos/SP - Capital Regional C (2C);Araraquara;São Carlos;Piracicaba;Rio Claro
Orlândia;paulista;39781;136.34;44682;13447;2.8;0.305;0.31;4594;1612;277;0.983;6.3;5.1;15;6;0.78;39483.88;0.624;9;291.765;9.37;0.988;1.8;0.994;0.653;Cerrado.Mata Atlântica;Não pertence;Centro Subregional B (3B);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Ribeirão Preto;São Joaquim da Barra ¿ Orlândia;Ribeirão Preto;São Joaquim da Barra
Capivari;paulista;48576;150.45;56973;17048;2.4;0.306;0.293;6470;1853;398;0.973;6.4;5.5;24;7;0.75;38526.42;0.626;16;322.878;4.34;0.892;0.1;0.823;0.339;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Capivari/SP;0;Arranjo Populacional de Campinas/SP - Metrópole (1C)\. Arranjo Populacional de Piracicaba/SP - Capital Regional C (2C);Campinas;Piracicaba;Piracicaba;Piracicaba
Hortolândia;paulista;192692;3094.16;237570;51965;4;0.225;0.349;30332;8355;1385;0.975;7;5;71;35;0.756;63810.17;0.627;25;62.416;10.24;0.519;0.1;0.904;0.558;Mata Atlântica;Não pertence;Metrópole (1C) - Município integrante do Arranjo Populacional de Campinas/SP;0;Arranjo Populacional de Campinas/SP - Metrópole (1C);Campinas;Campinas;Campinas;Campinas
Aparecida;paulista;35007;289.13;36211;13308;1.9;0.368;0.319;4344;1175;255;0.984;6.7;5.6;17;5;0.755;31641.35;0.627;12;120.89;14.2;0.966;0;0.639;0.347;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Guaratinguetá/SP;0;Arranjo Populacional de São José dos Campos/SP - Capital Regional B (2B);São José dos Campos;Guaratinguetá;Vale do Paraíba Paulista;Guaratinguetá
Mirassol;paulista;53792;221.1;60768;16962;2.4;0.284;0.289;6604;1936;410;0.935;7;5.6;22;10;0.762;32141.8;0.632;13;243.228;6.56;0.977;1.5;0.979;0.11;Mata Atlântica;Não pertence;Capital Regional B (2B) - Município integrante do Arranjo Populacional de São José do Rio Preto/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto
Santa Bárbara d'Oeste;paulista;180009;664.49;195278;49499;2.6;0.256;0.288;20090;5286;1077;0.984;7;5.6;69;25;0.781;31941.02;0.632;25;271.03;10.35;0.985;0.1;0.979;0.317;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Americana - Santa Bárbara d'Oeste/SP;0;Arranjo Populacional de Campinas/SP - Metrópole (1C)\. Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Campinas;Campinas;Campinas;Campinas
Bom Jesus dos Perdões;paulista;19708;181.87;26506;6169;2.3;0.242;0.31;3088;888;159;0.977;6.7;5.2;9;3;0.713;35640.89;0.634;3;108.366;26.79;0.963;0.2;0.965;0.742;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Atibaia/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Campinas;Bragança Paulista;Macro Metropolitana Paulista;Bragança Paulista
Votorantim;paulista;108809;591.04;124468;22417;2.6;0.183;0.318;13171;3795;729;0.978;6.7;5.4;50;18;0.767;27816.38;0.634;15;184.186;11.82;0.961;0.1;0.834;0.582;Mata Atlântica;Não pertence;Capital Regional B (2B) - Município integrante do Arranjo Populacional de Sorocaba/SP;5673;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Sorocaba;Sorocaba;Macro Metropolitana Paulista;Sorocaba
Ourinhos;paulista;103035;347.78;115139;29892;2.3;0.263;0.309;12543;3606;812;0.982;7;5.5;39;22;0.778;29151.05;0.635;36;295.818;6.88;0.965;0.1;0.987;0.379;Mata Atlântica;Não pertence;Centro Subregional A (3A) - Município integrante do Arranjo Populacional de Ourinhos/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Marília;Ourinhos;Assis;Ourinhos
Cerquilho;paulista;39617;309.98;50631;14566;2.4;0.298;0.244;5218;1341;337;0.996;7.4;6.3;16;6;0.782;39476.07;0.636;14;127.803;17.13;0.955;0.2;0.984;0.268;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Cerquilho - Tietê/SP;0;Arranjo Populacional de Piracicaba/SP - Capital Regional C (2C);Sorocaba;Sorocaba;Itapetininga;Tatuí
Arujá;paulista;74905;779.33;92453;27217;2.8;0.303;0.368;12822;4068;768;0.982;6.9;5.3;48;19;0.784;72172.65;0.637;9;96.167;16.14;0.859;0.1;0.834;0.546;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Guarulhos
Bebedouro;paulista;75035;109.81;77612;30701;2.3;0.396;0.303;8486;2801;542;0.985;6.4;5.1;34;16;0.78;42748.59;0.638;28;683.192;7.66;0.965;0.1;0.968;0.221;Cerrado.Mata Atlântica;Não pertence;Centro Subregional B (3B);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Ribeirão Preto;Barretos;Ribeirão Preto;Jaboticabal
São José do Rio Pardo;paulista;51900;123.81;55298;15987;2.3;0.291;0.307;5875;1691;371;0.976;6.4;5;25;11;0.774;35488.22;0.639;18;419.684;15.46;0.908;0.4;0.955;0.612;Mata Atlântica;Não pertence;Centro Subregional B (3B);0;Arranjo Populacional de Campinas/SP - Metrópole (1C)\. Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Campinas;São José do Rio Pardo - Mococa;Campinas;São João da Boa Vista
Itapira;paulista;68537;132.21;75683;27397;2.7;0.366;0.288;7595;2073;475;0.98;6.6;5.1;31;15;0.762;51107.82;0.644;23;518.416;9.99;0.972;0.7;0.896;0.701;Mata Atlântica;Não pertence;Centro Subregional B (3B);0;Arranjo Populacional de Mogi Guaçu - Mogi Mirim/SP - Centro Subregional A (3A);Campinas;Mogi Guaçu;Campinas;Mogi Mirim
Suzano;paulista;262480;1272.93;303397;62847;3;0.211;0.376;43125;13732;2235;0.967;6.4;5.2;102;38;0.765;40453.09;0.644;24;206.236;10.52;0.897;0.1;0.752;0.311;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes
Pedreira;paulista;41558;382.7;48992;15048;2.1;0.314;0.244;4701;1283;293;0.981;7.2;5.6;16;6;0.769;26382.27;0.645;11;108.817;13.7;0.976;0.1;0.809;0.699;Mata Atlântica;Não pertence;Centro Local (5);175;Arranjo Populacional de Campinas/SP - Metrópole (1C);Campinas;Campinas;Campinas;Campinas
Cravinhos;paulista;31691;101.77;35858;10056;3.2;0.285;0.291;4113;933;243;0.981;5.8;4.9;13;6;0.756;34842.44;0.646;4;311.423;7.58;0.979;0.2;0.986;0.414;Cerrado.Mata Atlântica;Não pertence;Capital Regional A (2A) - Município integrante do Arranjo Populacional de Ribeirão Preto/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Ribeirão Preto;Ribeirão Preto;Ribeirão Preto;Ribeirão Preto
São Roque;paulista;78821;256.82;93076;24190;2.3;0.266;0.304;11255;3250;615;0.976;6.1;5;32;14;0.768;34699.1;0.646;15;306.908;6.21;0.811;0.1;0.739;0.571;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de São Roque - Mairinque/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Sorocaba;Sorocaba;Macro Metropolitana Paulista;Sorocaba
Porto Ferreira;paulista;51400;209.88;56848;17636;2.2;0.314;0.294;6355;1780;386;0.981;6.2;5.3;19;8;0.751;38251.13;0.646;21;244.906;20.75;0.988;0.6;0.974;0.235;Cerrado.Mata Atlântica;Não pertence;Centro Subregional B (3B);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Araraquara;São Carlos;Campinas;Pirassununga
Jaguariúna;paulista;44311;313.37;59921;35752;3.7;0.622;0.288;6913;1797;358;0.98;7.4;6.4;18;6;0.784;214806.49;0.646;15;141.391;14.14;0.95;0.3;0.829;0.377;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Campinas/SP - Metrópole (1C);Campinas;Campinas;Campinas;Campinas
Ribeirão Pires;paulista;113068;1140.73;125238;24387;2.6;0.198;0.353;13993;4336;864;0.974;7;5.4;49;24;0.784;25497.11;0.65;11;98.972;8.72;0.86;0.1;0.706;0.422;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;São Paulo
Araçatuba;paulista;181579;155.54;199210;60792;2.4;0.309;0.288;21596;6037;1246;0.976;6.9;5.4;79;36;0.788;39630.87;0.653;45;1167.126;11.82;0.98;0.2;0.986;0.158;Mata Atlântica;Não pertence;Capital Regional C (2C);0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);Araçatuba;Araçatuba;Araçatuba;Araçatuba
Itupeva;paulista;44859;223.38;64330;30588;3.3;0.499;0.293;9205;2369;521;0.974;6.7;5.3;29;9;0.762;120523.17;0.655;17;200.876;13.06;0.903;0.2;0.947;0.328;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Jundiaí/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Campinas;Jundiaí;Macro Metropolitana Paulista;Jundiaí
Tambaú;paulista;22406;39.88;23255;6316;2.1;0.272;0.299;2615;662;168;0.977;5.7;4.9;13;4;0.731;24622.1;0.656;8;561.788;8.16;0.926;1.4;0.971;0.296;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Campinas;São João da Boa Vista;Campinas;São João da Boa Vista
Holambra;paulista;11299;172.3;15605;8150;2.6;0.546;0.234;2052;592;135;0.988;7.2;5.2;8;3;0.793;67415.97;0.656;3;65.577;9.39;0.742;0.2;0.908;0.31;Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de Artur Nogueira/SP;0;Arranjo Populacional de Campinas/SP - Metrópole (1C);Campinas;Campinas;Campinas;Campinas
Piratininga;paulista;12072;30;13890;2464;2.1;0.181;0.283;1530;395;102;0.984;6.9;4.5;5;3;0.779;17487.52;0.657;3;402.409;;0.851;0.1;0.93;0.128;Cerrado.Mata Atlântica;Não pertence;Capital Regional B (2B) - Município integrante do Arranjo Populacional de Bauru/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Bauru;Bauru;Bauru;Bauru
Cotia;paulista;201150;620.81;257882;86081;3.1;0.345;0.332;40419;10353;2007;0.975;6;4.8;137;42;0.78;53632.41;0.658;33;323.994;7.04;0.81;0.2;0.684;0.318;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Itapecerica da Serra
Fernandópolis;paulista;64696;117.62;69680;19811;2.1;0.287;0.273;7466;2445;524;0.994;6.5;5.4;28;16;0.797;31841.68;0.66;24;549.797;4.35;0.981;0.5;0.985;0.241;Mata Atlântica;Não pertence;Centro Subregional A (3A) - Município integrante do Arranjo Populacional de Fernandópolis/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;Fernandópolis;São José do Rio Preto;Fernandópolis
Salto;paulista;105516;792.13;120779;36126;2.7;0.304;0.296;14552;3897;774;0.984;6.9;5.5;37;17;0.78;65208.06;0.66;20;133.057;9.13;0.98;0;0.94;0.24;Mata Atlântica;Não pertence;Centro Subregional A (3A) - Município integrante do Arranjo Populacional de Itu - Salto/SP;0;Arranjo Populacional de Sorocaba/SP - Capital Regional B (2B);Sorocaba;Sorocaba;Macro Metropolitana Paulista;Sorocaba
Itaquaquecetuba;paulista;321770;3895.24;379082;48745;2.5;0.131;0.393;49705;14694;2293;0.964;5.6;4.8;99;49;0.714;20653.57;0.662;24;82.622;13.24;0.804;0.2;0.625;0.311;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;35555;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Mogi das Cruzes
Registro;paulista;54261;75.11;56463;14215;2.3;0.252;0.361;8089;2667;476;0.973;7;5.3;39;17;0.754;37160.21;0.662;19;722.201;14.47;0.872;0.1;0.476;0.335;Mata Atlântica;Pertence;Centro Subregional B (3B);7215;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Sorocaba;Registro;Litoral Sul Paulista;Registro
São Pedro;paulista;31662;51.98;36298;7711;2;0.216;0.299;4358;1182;226;0.948;6.5;5.5;15;7;0.755;22416.24;0.665;8;611.278;5.06;0.865;0.5;0.897;0.161;Cerrado.Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de São Pedro/SP;2752;Arranjo Populacional de Piracicaba/SP - Capital Regional C (2C);Campinas;Piracicaba;Piracicaba;Piracicaba
Vinhedo;paulista;63611;779.51;81516;41726;3.3;0.53;0.282;9452;2810;618;0.975;6.9;5.6;28;10;0.817;122747.3;0.665;13;80.95;4.56;0.952;0.2;0.861;0.519;Mata Atlântica;Não pertence;Metrópole (1C) - Município integrante do Arranjo Populacional de Campinas/SP;0;Arranjo Populacional de Campinas/SP - Metrópole (1C);Campinas;Campinas;Campinas;Campinas
Santa Rita do Passa Quatro;paulista;26478;35.11;27641;6974;2.2;0.253;0.277;2660;754;191;0.978;6.5;4.8;11;7;0.775;24811.26;0.667;6;754.141;16.81;0.935;0.9;0.949;0.197;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Araraquara;São Carlos;Ribeirão Preto;Ribeirão Preto
Carapicuíba;paulista;369584;10698.32;405375;42803;2.3;0.107;0.35;50504;13708;2266;0.962;6.3;5;79;34;0.749;15356.09;0.667;21;34.546;9.87;0.87;0.6;0.829;0.58;Mata Atlântica;Não pertence;Grande Metrópole Nacional (1A) - Município integrante do Arranjo Populacional de São Paulo/SP;6703;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São Paulo;São Paulo;Metropolitana de São Paulo;Osasco
