"NO_MUNICIPIO","IN_SALA_DIRETORIA_1","IN_INTERNET_1","IN_REDES_SOCIAIS_1","IN_NOTURNO_1","IN_EJA_1","IN_SECRETARIA_1","IN_EQUIP_LOUSA_DIGITAL_1","IN_SALA_PROFESSOR_1","IN_AREA_VERDE_1","IN_REFEITORIO_1","IN_ORGAO_ASS_PAIS_1","IN_ORGAO_ASS_PAIS_MESTRES_1","IN_ORGAO_CONSELHO_ESCOLAR_1","IN_ORGAO_GREMIO_ESTUDANTIL_1","IN_BIBLIOTECA_1","IN_QUADRA_ESPORTES_1","ANO_LETIVO_1","Alunos_Turma_1","COMUNIDADE_1","ACESSIBILIDADE_1","Material_Ped_1","Equipamento_Inform_1","Lab_Inform_1","Atividades_complementares_1","Espacos_1","IN_BANHEIRO_CHUVEIRO_1","Equip_1","QT_SALAS_UTILIZADAS_1","QT_EQUIP_DVD_1","QT_EQUIP_SOM_1","QT_EQUIP_TV_1","QT_EQUIP_LOUSA_DIGITAL_1","QT_EQUIP_MULTIMIDIA_1","QT_DESKTOP_ALUNO_1","QT_COMP_PORTATIL_ALUNO_1","QT_PROF_ADMINISTRATIVOS_1","QT_PROF_SERVICOS_GERAIS_1","QT_PROF_BIBLIOTECARIO_1","QT_PROF_COORDENADOR_1","QT_PROF_NUTRICIONISTA_1","QT_PROF_ALIMENTACAO_1","QT_PROF_PEDAGOGIA_1","QT_PROF_SECRETARIO_1","QT_PROF_SEGURANCA_1","QT_PROF_MONITORES_1","QT_MAT_BAS_1","QT_MAT_EJA_1","QT_MAT_BAS_0_3_1","QT_MAT_BAS_4_5_1","QT_MAT_BAS_6_10_1","QT_MAT_BAS_11_14_1","QT_MAT_BAS_15_17_1","QT_MAT_BAS_18_MAIS_1","QT_DOC_BAS_1","QT_TUR_BAS_1","nEscolas","Homicidios","Furto"
"Artur Nogueira",0.956521739130435,1,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.826086956521739,0,0.608695652173913,0.173913043478261,0.956521739130435,0.391304347826087,1.26086956521739,1.17391304347826,0.391304347826087,0.0434782608695652,0.347826086956522,322.434782608696,18.3173502038814,0.0869565217391304,0.347826086956522,4.95652173913043,0.391304347826087,0.260869565217391,0.695652173913043,3.52173913043478,0.652173913043478,5.39130434782609,183,35,30,50,0,46,120,7,16,84,1,0,0,48,28,8,3,2,5377,87,1040,1094,2956,200,1,86,518,267,23,1,342
"Arujá",0.769230769230769,0.82051282051282,0.128205128205128,0.0512820512820513,0.0512820512820513,0.871794871794872,0.0256410256410256,0.794871794871795,0,0.692307692307692,0.692307692307692,1.56410256410256,1.38461538461538,0.717948717948718,0.205128205128205,0.384615384615385,318,20.640870889208,0.0256410256410256,0.153846153846154,3.71794871794872,0.58974358974359,0.358974358974359,0.205128205128205,3,0.205128205128205,5,281,145,92,155,1,15,183,19,52,129,0,10,0,100,41,23,0,2,9865,131,1662,2053,5761,256,2,131,527,455,39,3,644
"Aspásia",1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,317,16.1428571428571,0,1,5,1,0,0,4,1,8,8,1,3,7,0,1,12,2,0,9,0,1,1,4,1,1,0,0,113,0,47,49,17,0,0,0,41,7,1,0,2
"Assis",1,0.90625,0.53125,0.03125,0.03125,1,0.53125,0.90625,0.125,0.65625,0.375,1.15625,1.0625,0.28125,0.03125,0.5,317.5,22.7172046609357,0.21875,0.4375,5.96875,0.625,0.59375,0.59375,3.53125,0.40625,5.78125,319,64,193,88,124,20,363,77,37,177,4,0,0,31,11,25,3,1,8948,24,1962,1969,4869,123,2,23,469,388,32,6,755
"Atibaia",0.936170212765957,0.936170212765957,0.148936170212766,0.0212765957446809,0.0212765957446809,0.872340425531915,0.0638297872340425,0.808510638297872,0.425531914893617,0.872340425531915,0.234042553191489,1.12765957446809,1.04255319148936,0.680851063829787,0.617021276595745,0.595744680851064,310.510638297872,24.0874212134126,0.276595744680851,0.297872340425532,6,0.361702127659574,0.25531914893617,0.553191489361702,3.51063829787234,0.319148936170213,5.25531914893617,374,51,183,66,4,37,208,4,19,93,6,16,0,107,58,46,2,35,13932,73,1948,3199,8415,297,1,72,911,539,47,2,1355
"Auriflama",1,1,1,0.142857142857143,0.142857142857143,0.857142857142857,0.857142857142857,1,0.714285714285714,0.714285714285714,0,0.428571428571429,1,0.285714285714286,0,0.285714285714286,322,15.2572681704261,0.285714285714286,0.142857142857143,6,0.285714285714286,0.285714285714286,1,3.28571428571429,0.857142857142857,5.71428571428571,58,5,15,17,33,3,30,0,5,19,4,0,0,8,3,6,4,0,1039,13,175,248,573,30,0,13,82,61,7,1,114
"Avaí",0.666666666666667,1,1,0,0,1,0,1,0,0.666666666666667,0,0.666666666666667,1,0,0.333333333333333,0.333333333333333,319,28.8333333333333,0,0.666666666666667,4.66666666666667,0.333333333333333,0.333333333333333,0,2.66666666666667,0.333333333333333,6,14,3,3,3,0,1,12,0,7,7,0,28,1,13,4,0,0,0,396,0,39,111,239,6,1,0,71,16,3,0,41
"Avanhandava",0.6,1,0,0.2,0.2,0.6,0.4,0.6,0,0.8,0,1,0.4,0,0,0.4,317.4,21.5370409982175,0,0,2.6,0.4,0.4,0.2,1.8,0,5.6,53,24,22,24,4,2,42,9,3,10,0,3,0,1,0,1,3,3,1339,38,292,252,684,73,1,37,107,60,5,0,61
"Avaré",0.743589743589744,0.794871794871795,0.333333333333333,0.0769230769230769,0.0769230769230769,0.948717948717949,0.0769230769230769,0.794871794871795,0.333333333333333,0.743589743589744,0.512820512820513,1.30769230769231,1.28205128205128,0.461538461538462,0.102564102564103,0.487179487179487,324.794871794872,20.2027126677579,0.205128205128205,0.333333333333333,5.51282051282051,0.717948717948718,0.538461538461538,0.435897435897436,3.23076923076923,0.179487179487179,6.46153846153846,312,114,127,135,3,39,323,23,23,81,1,27,1,81,25,5,3,37,8433,202,1450,1950,4674,154,72,133,583,399,39,2,833
"Bady Bassitt",0.9,1,0.1,0.1,0.1,0.8,0,0.7,0,0.3,0.9,1.7,1.6,1,0.2,0.3,308.5,20.9702261904762,0.1,0.2,3.7,0.3,0.3,0,3.2,0.1,5.8,79,55,27,70,0,4,58,0,22,36,0,0,0,2,11,2,0,0,2746,73,470,464,1127,582,60,43,139,128,10,0,185
"Balbinos",0.333333333333333,1,1,0,0,1,0,0,0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,320.666666666667,16.6833333333333,0.666666666666667,0.666666666666667,3.66666666666667,0.666666666666667,0,0.333333333333333,3.33333333333333,0.333333333333333,3.33333333333333,15,7,0,10,0,1,2,0,1,11,0,3,3,9,3,1,0,0,181,0,52,36,93,0,0,0,39,11,3,1,14
"Bálsamo",0.666666666666667,0.666666666666667,0,0,0,1,0,1,0,0.666666666666667,0,0.666666666666667,0.666666666666667,0,0,0.666666666666667,319.333333333333,20.0719696969697,0,0.333333333333333,4.66666666666667,0.666666666666667,0.666666666666667,0.666666666666667,3,0,6.33333333333333,32,10,4,14,0,1,19,0,2,17,0,0,3,6,0,1,0,0,856,0,169,187,487,13,0,0,74,42,3,0,54
"Bananal",0.555555555555556,0.555555555555556,0.333333333333333,0.111111111111111,0.111111111111111,0.555555555555556,0,0.666666666666667,0.111111111111111,0.666666666666667,0,0.777777777777778,0.333333333333333,0,0,0.444444444444444,318.888888888889,13.1567614484281,0.444444444444444,0.444444444444444,4.22222222222222,0.555555555555556,0.444444444444444,0.222222222222222,2.44444444444444,0.222222222222222,4.22222222222222,62,10,13,10,0,4,66,4,9,11,2,2,2,11,5,4,0,9,1470,13,85,207,538,531,92,17,193,83,9,0,54
"Barão de Antonina",1,0.666666666666667,0,0,0,1,0,1,0.333333333333333,1,0,0.666666666666667,0.666666666666667,0,0,0,288.333333333333,18.4040404040404,0.666666666666667,0.333333333333333,5,0.333333333333333,0.333333333333333,0.666666666666667,4,0.666666666666667,3.66666666666667,17,5,7,4,0,1,20,0,6,13,0,3,0,6,1,1,0,0,400,0,85,89,224,2,0,0,82,21,3,0,9
"Barbosa",0.75,1,0.75,0.25,0.25,0.75,0,0.75,0,0.25,0.5,1,0.75,0,0,0.25,316,17.3789251207729,0,0.75,5.75,0.5,0.25,0.25,2.5,0.25,6.5,35,9,22,13,0,2,23,2,6,8,0,5,0,0,0,0,2,0,816,20,171,171,424,30,0,20,87,44,4,0,50
"Bariri",0.722222222222222,0.944444444444444,0.0555555555555556,0.111111111111111,0.111111111111111,0.888888888888889,0.555555555555556,0.611111111111111,0.111111111111111,0.722222222222222,0.111111111111111,0.666666666666667,1,0.388888888888889,0.388888888888889,0.388888888888889,321.666666666667,17.7476786330953,0.222222222222222,0.222222222222222,6.27777777777778,0.722222222222222,0.388888888888889,0.444444444444444,3.16666666666667,0.166666666666667,5.61111111111111,146,38,44,53,10,8,134,9,9,41,8,4,4,17,12,6,0,4,3740,96,612,690,1538,755,73,72,372,202,18,4,330
"Barra Bonita",0.7,1,0.9,0.3,0.3,0.9,0.1,0.9,0.2,0.9,0,1,0.9,0.6,0.2,0.6,310,17.938100446595,0.1,0.8,5.6,0.8,0.6,0.4,3.4,0.2,6.4,93,10,9,23,1,7,103,4,7,35,0,8,0,17,0,5,0,0,2392,295,105,550,1371,71,19,276,125,133,10,1,268
"Barra do Chapéu",0.461538461538462,0.0769230769230769,0,0,0,0.769230769230769,0,0.384615384615385,0.0769230769230769,0.0769230769230769,5.53846153846154,5.84615384615385,5.84615384615385,5.53846153846154,0,0.307692307692308,332,14.6066433566434,0.0769230769230769,0,1.23076923076923,0,0.0769230769230769,0,1.84615384615385,0,2.92307692307692,58,14,7,12,0,0,0,0,5,12,1,7,3,11,13,3,4,0,628,0,79,143,404,2,0,0,309,35,13,0,17
"Barra do Turvo",0.285714285714286,1,0,0,0,0.285714285714286,0,0.571428571428571,0,0.142857142857143,0,0.285714285714286,0.857142857142857,0,0.571428571428571,0.142857142857143,317.857142857143,18.4738095238095,0.857142857142857,0,6.14285714285714,1,0.142857142857143,0.142857142857143,2.57142857142857,0,5.14285714285714,39,7,10,7,0,4,55,0,1,33,0,7,7,11,6,2,4,0,764,0,4,165,572,22,0,1,74,41,7,3,117
"Barretos",0.979166666666667,0.958333333333333,0.5,0.104166666666667,0.104166666666667,0.625,0.25,0.604166666666667,0.145833333333333,0.854166666666667,0.270833333333333,1.0625,0.791666666666667,0.25,0.1875,0.395833333333333,310.645833333333,22.3842759559913,0.229166666666667,0.4375,5.64583333333333,0.375,0.229166666666667,0.375,3.0625,0.3125,5.16666666666667,461,83,98,118,14,46,148,288,40,177,4,11,0,84,49,16,2,3,12712,650,2389,2435,5999,1157,116,616,877,542,48,6,1779
"Barrinha",0.833333333333333,0.944444444444444,0.222222222222222,0.0555555555555556,0.0555555555555556,0.777777777777778,0,0.555555555555556,0,0.333333333333333,0.5,1.44444444444444,1.44444444444444,0.722222222222222,0,0.444444444444444,316,22.9431119774455,0.166666666666667,0.444444444444444,4.05555555555556,0.222222222222222,0.222222222222222,0.5,2,0.222222222222222,4.77777777777778,168,26,20,39,0,7,51,0,7,52,2,18,16,12,4,19,0,5,5926,191,532,898,2291,1853,151,201,399,238,18,0,188
"Barueri",0.982758620689655,0.931034482758621,0.172413793103448,0.103448275862069,0.0517241379310345,0.96551724137931,0.0431034482758621,0.96551724137931,0.137931034482759,0.698275862068966,1.07758620689655,1.81896551724138,1.81034482758621,1.14655172413793,0.120689655172414,0.586206896551724,324.23275862069,27.7820917428951,0.146551724137931,0.5,5.75862068965517,0.758620689655172,0.568965517241379,0.741379310344828,3.12068965517241,0.594827586206897,5.36206896551724,1781,116,458,231,7,85,2633,4915,280,538,25,226,15,474,232,104,265,97,78772,1223,8953,9468,25544,21676,9309,3822,1888,2808,116,12,2256
"Bastos",0.625,0.875,0,0.125,0.125,0.25,0,0.625,0.625,1,0,1,1,0,0,0.5,322,16.9267773892774,0.875,1,7,0.125,0,0.125,3.125,0.75,4.25,53,8,14,28,0,1,2,0,3,29,0,10,8,20,8,8,7,0,1109,23,327,518,241,0,0,23,117,63,8,0,131
"Batatais",0.611111111111111,0.888888888888889,0.555555555555556,0.0555555555555556,0.0555555555555556,0.777777777777778,0.333333333333333,0.444444444444444,0.166666666666667,0.833333333333333,0,0.944444444444444,0.555555555555556,0.277777777777778,0.222222222222222,0.333333333333333,322.944444444444,17.2578410421612,0.222222222222222,0.166666666666667,5.05555555555556,0.5,0.388888888888889,0.222222222222222,3.11111111111111,0.222222222222222,5.33333333333333,171,30,43,45,6,17,138,5,5,55,0,10,0,21,10,7,0,5,4375,143,738,972,2030,466,45,124,474,224,18,6,426
"Bauru",1,0.890243902439024,0.182926829268293,0.024390243902439,0.024390243902439,0.463414634146341,0,0.975609756097561,0.109756097560976,0.560975609756098,0.536585365853659,1.32926829268293,1.23170731707317,0.597560975609756,0.170731707317073,0.414634146341463,314.853658536585,18.8860096983375,0.0853658536585366,0.292682926829268,6.15853658536585,0.24390243902439,0.195121951219512,0.268292682926829,3.39024390243902,0.195121951219512,5.36585365853659,583,192,253,226,0,29,277,64,16,243,0,18,0,154,51,58,0,4,19184,587,4708,5503,6768,1512,154,539,1324,966,82,16,4665
"Bebedouro",0.896551724137931,0.96551724137931,0.793103448275862,0.0689655172413793,0.0689655172413793,0.793103448275862,0.551724137931034,0.689655172413793,0.172413793103448,0.793103448275862,0,0.931034482758621,1,0.0689655172413793,0,0.310344827586207,316,18.863329360569,0.379310344827586,0.448275862068966,5.3448275862069,0.448275862068966,0.310344827586207,0.827586206896552,3.79310344827586,0.275862068965517,5.48275862068965,299,45,89,58,18,28,153,193,40,118,11,89,0,45,26,18,0,5,6835,31,1874,1351,3352,227,1,30,396,341,29,5,670
"Bento de Abreu",0.666666666666667,1,0,0,0,0.666666666666667,0,0.666666666666667,0,1,0,0,0,0,0,0.333333333333333,316,16.1833333333333,0,0.333333333333333,3,0.333333333333333,0.333333333333333,0,3.66666666666667,0.333333333333333,5.66666666666667,15,3,6,4,0,2,15,0,2,9,0,4,1,9,1,0,0,0,347,0,58,76,194,19,0,0,64,21,3,0,11
"Bernardino de Campos",0.5,1,0,0.125,0.125,0.625,0,0.5,0.75,0.625,0,0.375,0.25,0,0,0.25,314,17.5823863636364,0,0.375,2.875,0.375,0.25,0.625,2.25,0.125,5.75,59,16,30,27,0,3,36,0,6,19,0,1,0,0,6,0,0,0,1109,12,256,221,594,26,0,12,204,59,8,0,112
"Bertioga",0.827586206896552,0.896551724137931,0.379310344827586,0.103448275862069,0.103448275862069,0.827586206896552,0,0.689655172413793,0.344827586206897,0.793103448275862,0.96551724137931,1.55172413793103,1.75862068965517,0.931034482758621,0.0344827586206897,0.241379310344828,311.965517241379,24.3171042558974,0.413793103448276,0.310344827586207,4.37931034482759,0.206896551724138,0.103448275862069,0.137931034482759,2.96551724137931,0.413793103448276,4.51724137931035,211,66,34,101,0,12,471,7,68,84,0,6,2,67,10,23,0,2,8644,116,1673,1799,4730,327,1,114,515,331,29,7,880
"Bilac",0.666666666666667,0.666666666666667,0,0,0,1,0.333333333333333,1,0.666666666666667,1,0.333333333333333,0.666666666666667,1,0,0.333333333333333,0.333333333333333,309,19.5125313283208,0,0.666666666666667,5.33333333333333,0.666666666666667,0.333333333333333,1,4.66666666666667,0.666666666666667,6.66666666666667,24,3,5,8,10,1,22,11,3,8,0,2,3,7,1,1,0,10,767,0,152,187,403,25,0,0,41,38,3,0,38
"Birigui",0.758620689655172,0.96551724137931,0.275862068965517,0.0689655172413793,0.0689655172413793,1,0.103448275862069,0.724137931034483,0.206896551724138,0.862068965517241,0.620689655172414,1.55172413793103,1.51724137931034,0.655172413793103,0,0.448275862068966,317.862068965517,24.4723332763698,0.241379310344828,0.310344827586207,4.89655172413793,0.655172413793103,0.689655172413793,0.689655172413793,3.58620689655172,0.275862068965517,5.79310344827586,310,69,149,109,3,17,264,10,47,148,5,19,0,21,42,16,11,1,10811,45,1918,2522,6106,220,1,44,425,457,29,5,1430
"Biritiba Mirim",0.8,0.466666666666667,0,0.0666666666666667,0.0666666666666667,0.533333333333333,0.0666666666666667,0.533333333333333,0.0666666666666667,0.666666666666667,1.26666666666667,1.8,1.46666666666667,1.2,0,0.133333333333333,326.466666666667,17.1639316239316,0.0666666666666667,0.133333333333333,3.73333333333333,0.133333333333333,0.133333333333333,0.266666666666667,2.4,0.133333333333333,4.06666666666667,116,16,15,26,1,2,1,3,7,36,0,5,0,39,45,6,0,26,2548,16,208,471,1746,104,2,17,323,138,15,0,355
"Boa Esperança do Sul",1,0.75,0.375,0.125,0.125,1,0,0.5,0.125,0.875,1.25,1.625,1.75,1.25,0.25,0.5,316.75,17.1756020700314,0.125,0,4.75,0.75,0.5,0.25,3.125,0.5,5.375,71,13,19,18,0,1,115,0,5,43,1,0,5,29,1,11,0,4,2211,33,311,312,813,690,53,32,143,126,8,1,129
"Bocaina",1,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0,0.666666666666667,0.166666666666667,0.666666666666667,1.5,2.33333333333333,2.16666666666667,1.66666666666667,0.333333333333333,0.5,314.333333333333,16.2420634920635,0.333333333333333,0,6.66666666666667,0.833333333333333,0.833333333333333,0.166666666666667,2.83333333333333,0,6.66666666666667,51,9,23,12,0,2,37,0,5,19,0,4,3,8,4,6,0,25,1263,36,231,294,687,15,0,36,91,71,6,0,57
"Bofete",0.571428571428571,0.714285714285714,0,0.142857142857143,0.142857142857143,0.285714285714286,0,0.857142857142857,0,0.571428571428571,1.28571428571429,2.14285714285714,2,1.28571428571429,0,0.571428571428571,315.285714285714,13.4952697302697,0,0.428571428571429,4.71428571428571,0.285714285714286,0.142857142857143,0.142857142857143,2.14285714285714,0,4.57142857142857,72,14,4,18,0,1,14,0,21,18,1,0,2,19,6,1,0,0,1647,94,148,241,695,414,95,54,90,99,7,1,67
"Boituva",0.59375,0.90625,0.34375,0.0625,0.0625,0.8125,0.5,0.71875,0.125,0.84375,0.34375,1.21875,0.71875,0.5625,0.09375,0.34375,321.8125,19.2295292354837,0.28125,0.125,4.75,0.4375,0.21875,0.34375,2.84375,0.09375,5.71875,265,55,82,67,19,19,258,488,22,104,2,16,1,35,5,16,0,0,8618,106,855,1423,3583,2563,111,83,527,413,32,2,520
"Bom Jesus dos Perdões",0.8,0.9,0.5,0.1,0.1,0.6,0,0.8,0,0.4,0,1,0.9,0.1,0.2,0.6,316.9,21.9729829059829,0.3,0,4.5,0.6,0.2,0.6,2.8,0,6.3,67,38,37,59,0,8,60,2,6,25,1,8,0,9,5,1,0,0,2667,17,358,633,1586,72,1,17,215,118,10,0,193
"Bom Sucesso de Itararé",0.666666666666667,1,0,0,0,0.333333333333333,0,1,0,1,6,6.33333333333333,6,6,0,0,318,16.0259259259259,0,0.333333333333333,3.33333333333333,0.333333333333333,0.666666666666667,0,3,0.333333333333333,6,28,3,6,6,0,1,13,0,1,8,0,4,3,7,0,1,0,0,546,0,129,113,294,10,0,0,37,32,3,0,9
"Borá",1,1,0,0,0,1,0,0.5,0,0,0,1,1,0,0,0.5,318.5,11.0714285714285,0,0,5,0.5,0.5,0.5,3,0,5,14,5,5,7,0,0,20,0,0,7,0,2,2,4,0,1,0,0,119,0,27,30,60,2,0,0,11,10,2,0,5
"Boracéia",1,1,0.666666666666667,0.333333333333333,0.333333333333333,1,1,1,0.666666666666667,1,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,311.666666666667,16.1410256410256,0.333333333333333,1,5.33333333333333,0.666666666666667,0.666666666666667,1,3.33333333333333,0.666666666666667,6,25,5,6,9,3,3,57,200,2,22,0,0,0,5,2,0,0,1,660,19,149,146,339,7,1,18,68,40,3,0,33
"Borborema",0.4,1,1,0.2,0.2,0.4,0,0.2,0,0.6,0,0.6,0.8,0,0.2,0,314,15.5987878787879,0.2,0.2,6,0.2,0.2,0.4,2,0.6,7.4,42,9,18,11,0,4,36,0,10,25,0,6,6,20,1,0,0,0,723,30,268,294,131,0,0,30,100,42,5,1,112
"Borebi",1,0.666666666666667,0,0,0,0.333333333333333,0,0.333333333333333,0,1,0,0,0.333333333333333,0.333333333333333,0,0.333333333333333,329.666666666667,21.1851851851852,0,0,3.66666666666667,0.333333333333333,0.333333333333333,0.666666666666667,4,0,5.33333333333333,29,2,4,2,0,1,15,1,2,6,1,2,2,0,1,2,0,1,572,0,106,89,197,163,16,1,45,27,3,0,14
"Botucatu",0.934782608695652,1,0.760869565217391,0.0217391304347826,0.0217391304347826,0.739130434782609,0.543478260869565,0.782608695652174,0.239130434782609,0.891304347826087,0,1,0.782608695652174,0,0,0.543478260869565,339,19.7660126094107,0.152173913043478,0.608695652173913,5.10869565217391,0.456521739130435,0.304347826086957,0.760869565217391,3.5,0.456521739130435,5.5,460,81,235,94,25,33,228,13,106,242,13,1,0,0,50,0,1,2,13606,399,2338,2181,6387,2150,184,366,784,661,46,7,1040
"Bragança Paulista",0.75,0.861111111111111,0.402777777777778,0.0416666666666667,0.0416666666666667,0.722222222222222,0.0277777777777778,0.527777777777778,0.0277777777777778,0.861111111111111,0.430555555555556,0.75,1.11111111111111,0.402777777777778,0.472222222222222,0.347222222222222,311.944444444444,18.8854648669232,0.166666666666667,0.236111111111111,5.26388888888889,0.638888888888889,0.277777777777778,0.319444444444444,2.80555555555556,0.138888888888889,5.33333333333333,490,155,187,192,12,29,244,18,62,217,12,50,8,91,42,55,2,8,15373,185,3312,3440,7944,488,8,181,1189,787,72,6,1468
"Braúna",1,1,1,0,0,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0,0.666666666666667,0,0,0.333333333333333,0.333333333333333,324.666666666667,19.4357142857143,0.333333333333333,0.666666666666667,4.33333333333333,0.333333333333333,0.666666666666667,1,3.33333333333333,0.333333333333333,4.66666666666667,36,4,15,8,2,2,28,1,2,8,3,3,2,5,3,2,0,0,628,0,139,136,322,31,0,0,129,31,3,0,21
"Brejo Alegre",1,1,0,0,0,1,0,1,0,1,0,1,0.5,0,0,0.5,320.5,17.7277777777778,0,0,2.5,0.5,1,1,3,1,5,20,5,0,5,0,1,19,0,1,37,0,1,2,0,1,1,0,1,338,0,79,63,187,9,0,0,40,19,2,1,36
"Brodowski",0.727272727272727,0.818181818181818,0.454545454545455,0.0909090909090909,0.0909090909090909,0.727272727272727,0.0909090909090909,0.909090909090909,0.272727272727273,0.363636363636364,0.818181818181818,1.72727272727273,1.27272727272727,0.818181818181818,0.272727272727273,0.909090909090909,321.272727272727,20.6386008251855,0.363636363636364,0.272727272727273,4.27272727272727,0.545454545454545,0.363636363636364,0.363636363636364,3,0.454545454545455,5.45454545454545,111,29,12,31,1,6,32,2,6,45,0,8,0,6,11,11,15,9,3462,31,472,580,1413,904,60,33,176,158,11,0,251
"Brotas",0.833333333333333,0.583333333333333,0.166666666666667,0.0833333333333333,0,0.666666666666667,0.5,0.75,0.0833333333333333,1,0.75,1.58333333333333,1.5,0.916666666666667,0.333333333333333,0.333333333333333,318.25,16.6686958767067,0.25,0.166666666666667,5.66666666666667,0.416666666666667,0.583333333333333,0.416666666666667,3.33333333333333,0.166666666666667,5.83333333333333,122,40,29,42,34,5,36,16,2,42,0,7,0,16,39,7,1,0,2192,0,418,371,1000,346,24,33,185,122,12,1,205
"Buri",0.647058823529412,0.941176470588235,0.529411764705882,0.0588235294117647,0.0588235294117647,0.823529411764706,0.647058823529412,0.705882352941177,0.117647058823529,0.823529411764706,1.58823529411765,2.41176470588235,2.35294117647059,2,0,0.647058823529412,317.117647058824,22.6578162034044,0.294117647058824,0.352941176470588,4.82352941176471,0.647058823529412,0.470588235294118,0.588235294117647,2.52941176470588,0.176470588235294,6.05882352941176,120,47,47,60,51,53,120,7,56,87,3,15,3,24,16,16,0,0,4114,26,456,617,1619,1335,60,27,296,172,17,2,160
"Buritama",0.875,1,0.125,0,0,0.875,0,0.75,0.625,0.625,0,0.125,0.25,0,0.125,0.25,319,18.0144777265745,0.125,1,4.625,0.5,0.375,0.625,3.375,0.5,5.375,66,11,11,18,0,5,68,0,10,29,1,0,0,14,19,3,0,7,1725,0,264,407,1046,8,0,0,118,84,8,0,207
"Buritizal",1,1,0.333333333333333,0,0,1,0,1,0,0.333333333333333,0,1,1,0,0,0.666666666666667,322.666666666667,19.7232142857143,0.333333333333333,0,3.66666666666667,1,0.666666666666667,0.666666666666667,3.66666666666667,0,7.66666666666667,33,13,16,19,0,7,67,1,3,8,1,0,2,3,0,1,0,0,711,0,107,101,254,216,32,1,30,38,3,0,30
"Cabrália Paulista",0.5,1,0,0,0,1,0,1,0.5,1,0,1,1,0,0,0,315.5,16.85,1,0.5,6,0.5,0,0,3,1,5,18,1,8,4,0,0,1,0,4,8,0,5,1,3,1,1,2,4,431,0,38,117,266,10,0,0,25,25,2,0,40
"Cabreúva",0.826086956521739,0.91304347826087,0,0.0434782608695652,0.0434782608695652,1,0,0.739130434782609,0.347826086956522,0.869565217391304,0.478260869565217,1.34782608695652,1.21739130434783,0.391304347826087,0.130434782608696,0.260869565217391,316.347826086957,18.0470041589371,0.217391304347826,0.304347826086957,5.17391304347826,0.608695652173913,0.347826086956522,0.173913043478261,3.34782608695652,0.260869565217391,6.04347826086957,199,35,86,46,0,14,144,66,10,93,2,31,3,23,17,18,3,6,6608,228,1177,1370,3552,280,57,172,386,327,23,4,236
"Caçapava",0.892857142857143,0.785714285714286,0.25,0.0714285714285714,0.0714285714285714,0.857142857142857,0,0.821428571428571,0.0714285714285714,0.464285714285714,0.357142857142857,1.21428571428571,1.25,0.821428571428571,0.0714285714285714,0.535714285714286,318.535714285714,23.5839176675915,0.214285714285714,0.0357142857142857,4.71428571428571,0.214285714285714,0.178571428571429,0.428571428571429,3.03571428571429,0.392857142857143,5.35714285714286,310,40,115,34,0,20,80,0,20,111,1,11,1,18,19,28,2,0,9050,244,1262,1922,4611,927,161,167,505,362,28,12,842
"Cachoeira Paulista",0.823529411764706,0.764705882352941,0.588235294117647,0.117647058823529,0.117647058823529,0.823529411764706,0,0.705882352941177,0.176470588235294,0.764705882352941,1.11764705882353,1.88235294117647,1.94117647058824,1.11764705882353,0.235294117647059,0.470588235294118,327.294117647059,17.8659899414311,0.529411764705882,0.117647058823529,3.76470588235294,0.647058823529412,0.705882352941177,0.235294117647059,3.23529411764706,0.176470588235294,4.82352941176471,147,23,20,31,0,9,110,8,20,47,0,3,3,50,8,13,0,0,2920,88,472,606,1424,291,60,67,275,153,17,6,261
"Caconde",0.666666666666667,0.666666666666667,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.833333333333333,0,1,0.666666666666667,0,0.166666666666667,0.5,325.166666666667,18.3049603174603,0,0.166666666666667,2.33333333333333,0.5,0.5,0.666666666666667,2.83333333333333,0.5,5.33333333333333,43,17,20,25,5,2,38,50,8,25,0,1,6,25,7,5,0,0,1493,0,293,342,830,28,0,0,90,88,6,0,101
"Cafelândia",0.625,0.5,0,0.125,0.125,0.625,0.25,0.5,0.125,0.5,1.125,1.625,1.5,1.125,0.125,0.375,346.375,16.2700533561421,0.25,0.375,4.125,0.125,0.125,0.75,2.5,0.25,3.875,59,20,17,20,2,1,0,1,14,21,0,17,0,10,1,0,3,11,1504,14,200,394,851,45,0,14,94,80,8,2,113
"Caiabu",1,1,0.25,0,0,0.5,0,0.5,0,0.5,0,0.75,0.5,0,0,0.25,318.5,12.8758741258741,0.5,0,3.75,0,0,0.25,2.25,0,5,21,5,3,12,0,0,0,0,4,14,0,3,3,5,3,0,0,0,457,0,62,94,249,45,7,0,77,30,4,0,13
